id,PyEGo,DockerizeMe,pipreqs,PyEGo-s2,PyEGo-s3
7003083,√,×,×,√,√
561bf3bf6c1477d99e7b,×,×,×,×,×
5358040,√,√,×,√,√
0d1baad4e3a871587ab1,√,√,×,√,√
4abfb80b336a8a56c0a5,√,√,√,×,√
4426342d455de2421d89,√,×,×,√,√
5108298,√,√,√,√,√
177e37756c833768a21d446cc4921c6e,√,√,×,×,×
eef8c9bfb4434787672c303153eee500,√,√,√,√,√
4547295,×,×,×,×,×
1cb65c4b5be2575ea3ab,×,×,×,×,×
cc3c187172ac848bd896ecb2b812dc51,√,×,×,√,√
125559,√,×,×,√,√
2721811,×,×,×,×,×
f8ab99789fd347a13591bc7eeff97149,√,√,√,√,√
931b0194242fca0e234e,×,√,×,×,×
c7a2333c227e24226808,√,√,×,√,√
11129975,√,×,×,√,√
9542707,√,×,×,√,√
4948282,×,×,×,×,×
5437436,√,√,×,√,√
95c61c9a1501ada2a6c5,√,√,×,√,√
347596,√,√,×,√,√
11192605,√,√,×,√,√
7720207,×,√,×,×,×
1628838,√,√,×,√,√
85c2ea78ba8de11cdaa14c75e740d633,√,√,√,√,√
3d99498d4236248f9bfbc8ed2fd424fa,√,√,×,√,√
b9309cdd7d5adc3b4b70,×,×,×,×,×
7681066,√,√,×,√,√
c71f241125ed879d4af7,×,×,×,×,×
4a89bf7c52500a1d7e7b,√,×,√,×,×
3a6e4d618afc344aab81,√,×,×,√,√
3978565,√,×,×,√,√
950bbb9d9d4014d893e5,√,×,×,√,√
1554441,√,√,×,√,√
9822570,√,√,×,√,×
2e11b48f431c53b101db6cb817b2fc7f,√,√,×,√,√
930276,×,×,×,×,×
c84643e4d13818fc5a35a8de888126bb,×,×,×,×,×
3e8b195ff63929db69ccc4e5287d8ae5,×,×,×,×,×
2571471,×,×,×,×,×
5596077,×,×,×,×,×
37d73786afab7da6037f,√,×,×,√,×
0db840f27f1f0fd0747f13ab80d0ca37,√,×,×,√,√
391fb178d7c06e8dc7e4051d9b5395af,√,×,×,√,√
5053686,×,×,×,×,×
421c427db75c8c5fa1d1,√,√,×,√,√
2973355,×,×,×,×,×
1440567,√,√,×,√,√
18a73aa5dab4b574e2f5,√,√,×,√,√
1610922,√,√,×,√,×
dbb593a597acb2c0b93b,×,×,×,×,×
4050951,×,×,×,×,×
7365980,×,×,×,×,×
3004168,×,×,×,×,×
3624478,√,×,×,√,√
da6c11fad0fc1966aa057e62bacccb2d,×,×,×,√,×
5356796,×,×,×,×,×
6af6a8478561aa8a0121,√,×,√,√,√
d45259ce3f8e4c226846d2f31bf719f5,√,√,×,√,×
3001099,√,×,×,√,√
709384,√,×,√,√,√
9301467,√,×,×,√,√
3264921,√,×,×,√,√
8969259,×,×,×,×,×
4145581,×,√,√,×,×
790687,√,×,×,√,√
11375647,×,×,×,×,×
2471505,×,×,×,×,×
764746,×,×,×,×,×
5149802,√,√,√,√,√
7805193,√,×,×,√,√
4524299,×,×,×,×,×
2788978,×,×,×,×,×
4727865,√,√,×,√,√
bfc2099235ac96937f34,×,×,×,×,×
fbecc71022b62515a484a4a33d13014d,√,√,×,√,√
4093759,×,×,×,×,×
6b93a8028f4dc40cab49,×,×,×,×,×
9098744,×,√,√,×,×
2192812,×,×,×,×,×
7e3d537b94c30c782d1b50b712ea79a6,×,×,×,×,×
1290744,×,×,×,×,×
e625e7ba482efdb670501cf401a2b6e9,√,×,×,√,√
9680901,√,×,√,√,√
f17910ef74687b3a062bd403f79e340a,√,√,√,√,√
7c3070bc1c2766633b8ff1d4d51089cf,√,×,×,×,×
3940455,√,√,√,√,√
5996074,√,√,×,√,√
5263bc6284c4dbe79951,√,√,×,×,×
896603,×,×,×,×,×
a8c96f1aeb41393dadf6,√,×,√,√,√
5882966,×,√,×,×,×
8664457,√,×,×,√,√
2888380,×,×,√,×,×
4125009,×,×,×,√,×
1788517,√,√,×,√,√
05bec6966701f720c3aa,√,×,√,×,√
9e30b2f908e801da1bd789f4ce3e7aac,×,×,×,×,×
d37ab1524a7d5e373ee5a2a0176ebd22,√,×,×,×,√
d710f2751428975448a4,×,×,×,×,×
d3bf8d7a1867aed16d30,√,√,√,√,√
848913,√,√,×,√,√
5778557,×,×,×,×,×
1351047,×,×,×,×,×
4051357,×,×,×,×,×
3838828,√,√,√,√,√
ec9c9074373d2443594a,×,×,×,×,×
e6d0864738da10cb9685,√,×,×,√,√
8428798,√,×,×,√,×
4636851,×,×,×,×,×
3802732,×,×,×,×,×
1ed9763ab4aa98516a7d,×,×,×,×,×
d2c38170d4beceeb32dc,×,×,×,×,×
2962884,√,√,√,√,√
2913338,√,√,×,√,√
19317d3e4b9a58f2355e7643040d483a,√,×,×,×,√
1112928,×,×,×,×,×
10016605,×,×,×,×,×
1040366,×,×,×,×,×
4349575,√,×,×,√,√
7540117,×,×,×,×,×
9d4ea9b04b223de02c7a,×,×,×,×,×
1878983,√,×,√,√,√
871567,×,×,×,×,×
b48d48fc1b6eb080412129e596ab2193,×,×,×,×,×
5a073b72c94de357d453,×,×,×,×,×
2344345,√,√,×,√,√
428e5b737306937628f2944fbfdc4ffc,×,×,×,×,×
7946246,×,×,×,×,×
70e5fefe128214b7d2a1,√,√,√,√,√
5f54de51270d4c2d2747,√,√,×,√,√
e9fb36ca2220a167b7ed,√,√,×,√,√
1860715,×,×,×,×,×
719502,×,√,×,×,√
8715089,√,×,×,√,√
6874ff814ab7f2530b2a,×,×,×,×,×
1094832,×,×,×,×,×
4574656,×,√,×,×,×
8169809,×,×,×,×,×
5981683,×,√,×,×,×
77a1a4d5506258f3dc1f,√,×,×,×,√
3129692,×,×,×,×,×
470c2ffcf1cde9b2a740f48015915e30,×,×,×,×,×
918d4ad7c931bc14b475008c00aa09f1,×,×,×,×,×
3917103,×,×,×,×,×
472922,√,√,×,√,√
5df669df7b29806ca541,×,×,×,×,×
5610068,√,√,√,√,√
5846464,×,×,×,×,×
2c6abf964810ed74802c,√,×,×,√,√
0c7ccae5d764ff61788fc626096e5688,√,√,×,√,√
2590850,×,×,×,×,×
13f02f45a41ad90f454f,×,×,×,×,×
ea6a808c1e1c382ec567,×,×,×,×,×
918751,√,√,×,√,√
5717321,√,√,×,√,×
1722150,×,×,×,×,×
5690971,√,√,×,√,√
3d5aa90144a4696be61b3991aa339cc5,×,×,×,×,×
a3dd4a35ecd94660411112999923d561,√,×,×,√,×
7704845,×,×,×,×,×
600fa8852b4741fb2bb1,×,×,×,×,×
217bfb7e54c6f75b9b1b2b3d73a1a43a,×,×,×,×,×
425ca642955f73452ebc097b3b46c493,√,×,×,√,×
5502087,×,×,×,×,×
2620876,×,×,×,×,×
1715202,√,×,×,√,√
6901429,√,×,×,√,√
8513270,√,×,×,√,√
3695458,×,×,×,×,×
aea4329b760eb3e72f4d,√,√,×,√,√
f112560fd04ce43c53d4,√,√,√,√,√
4ba8ae5459ca4a287d42af549a611792,√,√,×,×,√
b82d70b0d581dc4609e4,√,×,√,√,×
fd65891daf183d99d91cb83b89e2a4c7,×,×,×,×,×
c4602c23783d894b8d96,√,√,√,√,√
dc36e180d1888629cf33,√,×,×,√,√
8818209,×,×,×,×,×
704add465613d5ca0d53,√,×,×,√,√
477a9dcd198439ef2def,√,×,√,√,√
4aed548e606f11971f5a,√,√,×,√,×
2c7b95beed642248487a,×,×,×,×,×
592040,×,×,×,×,×
3760008,×,×,×,×,×
5237007,×,×,×,×,×
1036883,×,×,×,×,×
b95cb69fd1c82ca4c2ff,√,√,×,√,√
5269514,√,√,×,√,√
905380,×,×,×,×,×
1260ba896d448bad0eebdf26b80c00cc,√,√,×,×,×
3834979,√,×,×,√,√
b45983f227f1e4fbea65b6e06abfdecc,×,×,×,×,×
5237011,√,×,×,√,√
48d35095a414580c055b,√,×,×,√,×
38f7f1f3b07c77a9c537,×,×,×,×,×
651afb13d45e4c587f63,×,×,×,×,×
49aca627205aebaa2be1811511dbc422,×,×,×,×,×
3728656,×,×,×,×,×
5665472,×,×,×,×,×
732873,√,√,×,√,√
28bf77e9a95ae6b70b14141feacb1f84,×,×,×,√,×
2798682,×,×,×,×,×
4282679,√,√,×,√,√
c5af642cf217971d93f499e8f70fcb72,×,×,×,×,×
9646279d220994222845,√,√,×,√,×
30839ae0280a5077b8669757e5efa75d,×,×,×,×,×
3356622,√,√,×,√,√
5669126,×,×,×,×,×
3669688,×,×,×,×,×
78e41a5065136e41bccbffdaab108492,×,×,×,×,×
1912053,×,×,×,×,×
5536498,×,×,×,×,×
e7b0bc65927b7987b7d4,√,√,√,√,×
3c98ac23d4e1c97da065ad7c4562c16c,√,×,×,√,√
872145,√,√,×,√,√
4130c73434db79119f27,×,√,√,×,×
2423179,×,×,×,×,×
7025496,√,√,×,√,√
5383149,√,√,×,√,√
1423373,√,√,×,√,√
7854404,√,√,×,√,√
3783153,×,×,×,×,×
2768310,×,×,×,×,×
9218f99ba35da225ca11,√,×,×,√,√
5608566,×,×,×,×,×
e3a91e46df24e0c24eb656c89373c20d,×,×,×,×,×
1184264,×,×,×,×,×
1e2600ed62d5e76b21ee,√,×,×,√,√
6333547,√,×,×,√,√
4558903,×,√,×,×,×
7653403,√,×,√,√,√
ea3bb160dbc2e650b4474a84248d0d1a,×,×,×,×,×
005bbad123ef309a5bef,×,×,×,×,×
5805662,×,×,×,×,×
5455375,√,√,×,√,√
096f3b651b268b7af4c8c32475fa23d1,×,√,×,×,×
67effa81dd1cd5a488b4,√,×,×,×,√
3799831,×,×,×,×,×
9574251b3c7eefccd84fc38905110ce4,√,×,×,√,√
3839812,×,×,×,×,×
1600408,×,√,×,×,×
3971007,×,×,×,×,×
d4175526801c6e7bddee,×,×,×,×,×
1343455,×,×,×,×,×
ebb282c3b73c41c1404123de6cea4771,×,×,×,×,×
6507cb95562f1db6df84,×,×,×,×,×
97a1b2b7f954246886de,√,√,×,√,√
5819145,×,×,×,×,×
7f46e790c9e342d75dcbd9b1deb9d940,×,×,×,×,×
a6a32bd87fdfe5529f0e908ed743f779,×,×,×,×,×
8951985,×,×,×,×,×
15f0772db25343be0bb7072f15992a4e,×,×,×,×,×
3116927,√,√,×,√,√
f3ce814ee66c965638fe,×,×,×,×,×
f8b86d001a367aa7dde1ab6b587246b5,×,×,×,×,×
3231186,√,√,×,√,√
c12be33cdcd9a86f20a2,×,×,×,×,×
bd2d6c2271e42ed97b97,√,×,×,√,√
09b1f5403c63ceab5ae34710cbe2809e,√,×,×,√,√
273bef4c5b4490c687b2f92ee721b546,×,×,×,×,√
1125832,×,×,×,×,×
ffb1b5f12d7ad787f6e4,×,×,×,×,×
5eda4214788429e9d09c060cca10971f,×,√,×,×,×
c2b2943ead94c200574a,×,×,×,×,×
c211c1af232974f00564,√,×,×,×,×
783993,√,√,×,√,√
2a5d283b0d279ea96c26,√,×,×,√,√
3984959,×,×,×,×,×
7ceb3e7ef239e282a9d2,×,×,×,×,×
c80e24454ee353d3c123,√,×,×,√,√
3898894,×,×,×,×,×
e196107b5e0afc834652bd3153030c42,√,√,×,×,√
5097274,×,×,×,×,√
465de1f5f66334c91a4c,×,×,×,×,×
0bdd7059a08cbcd00898,×,×,×,×,×
97cffbea574a5890f0d7,√,√,×,√,×
6472432,√,√,√,√,√
c47824c116e6a61a56d9,√,√,×,√,×
6095815,×,√,×,×,×
3219308,√,×,×,√,√
1203640,√,√,×,√,√
520a2c13f358b3689d00a3c88b34e0c6,√,√,×,√,√
7964172,√,√,×,√,√
967274,×,×,×,×,×
5953776,√,×,×,√,√
5055971,√,√,×,√,√
2778605,√,×,√,√,√
6b2944d74ec9dd229938,×,×,×,×,×
5722085,√,×,√,√,√
1882562,√,√,×,√,√
4036200,×,×,×,×,×
8321212,√,√,×,√,√
ede1aec7b3801eb08bc0,√,×,√,√,√
6055795,×,×,×,×,×
6366854,√,×,√,√,√
5415296,√,√,×,√,√
9335869,√,√,×,√,√
cd045c3663f0fe2cd0e92d88a8ae2274,×,×,×,×,×
9673839,√,√,×,√,√
7c395aa3634b2f2a0cb4,×,×,×,×,×
4c10830640d325e0cab978bc18c6263a,√,√,×,×,×
6038174,√,√,×,√,√
4017989,√,√,×,√,×
454964087739a449da04,×,×,×,×,×
3696512,×,×,×,×,×
3878ce0f3e232e3daf5c,×,×,×,×,×
5071300,√,×,×,√,√
715284,×,×,×,×,×
4104455,×,×,×,×,×
46c9d4ed1ea43c3d916b,×,×,×,×,×
f07d827a4818fda0db81,√,√,×,√,√
1098968,√,√,×,√,√
3015625,×,×,×,×,×
70ed63ee8992c401a9dd,×,×,×,×,×
3310561,×,×,×,×,×
2232681,×,×,×,×,×
3097851,√,×,×,√,√
7026954,×,×,×,×,×
6856389,√,×,×,√,×
8232376,√,×,×,√,√
a1178bf10729a27184b1,×,×,×,×,×
915335,×,×,×,×,×
eea5bb9ea6a73a398c44,√,×,×,√,√
de22705b5f7ef778806b,√,√,√,√,√
1ebaeaaa7f7408647fef,×,×,×,×,×
67c14af0d5afaae5b18c,√,×,×,√,√
79f9bfb5a7e767b4b756ff1c7dc04eaa,√,√,×,√,√
1879626,×,×,×,×,×
5213fabf2bcb943efc82f00959b91163,×,×,×,×,×
2b3003f44b3ddf5931c9a5e61d8ba417,×,×,×,×,×
9875439,√,√,×,√,√
1d7cb531bb8fff8c228b7710126bcc33,√,×,√,√,√
2de2e9a156fe619dbdad762fe1cf84e1,×,×,×,×,×
4166551,√,√,×,√,√
03de5c4c21138da5c29d,×,×,×,×,×
4358668,√,×,√,√,√
7088662,√,√,×,√,√
1820829,√,×,×,√,√
632e39a9b4dda391fe54,×,×,×,×,×
5889795,×,×,×,×,×
b18ce332bde37e156034e5d3f60f8a23,√,√,×,√,×
1761714,√,√,×,√,√
5292f95000e409e239b9dc973295327a,×,×,×,×,×
550fe172cd277bb2f057574f2e75aff4,√,√,×,√,√
7ccd43b1f2f79f1bb23c70920f75cec4,×,×,×,×,×
5773979,√,√,√,√,√
472309,×,×,×,×,×
4b2897a857a5ec91d9ea965d87b795c8,×,×,×,×,×
10335601,×,×,×,×,×
3943d55ca7eedf716ed6,√,√,×,√,√
4451253,√,×,×,√,×
4792fc97f8a4094ac90d,×,×,×,×,×
4656144,×,×,×,×,×
4d0f862d981d9bfc6b4f,√,√,√,√,√
25d98841e6a82f30ae5cac24e9039856,√,√,√,√,√
1309895,×,×,×,×,×
dfca335e370a2bc3bc79876e6270099e,×,×,×,×,×
6e20dba959277bd9af77,×,×,×,×,×
a303721443f5eb46035e,×,×,×,×,×
638aca3fc4314290af59110d0602f86e,√,×,×,√,√
2729506,×,×,×,×,×
994260,√,√,×,√,√
0f87efc363309e99d600e3a6300fbcff,×,×,×,×,×
2f8f55987ccc224e2342,×,×,×,×,×
44a392a01fa3e0181972,√,×,×,√,√
422bb33419df91b253d8728fe794f8b4,×,×,×,×,×
25d48938c07b73541361,×,×,×,×,×
4118456,×,×,×,×,×
4108a54877406dc231d95514e538bde9,√,√,√,√,√
1379479,×,×,×,×,×
6759305,×,×,×,×,×
7c24802dd9c5e15870b4b56e22135c96,√,√,×,×,×
1275204,√,√,×,√,√
4546068,×,√,×,×,×
f7d8b6cb045cbb65ab80,×,×,×,×,×
2203822,×,×,×,×,×
4004895,×,×,×,×,×
60bacd65c89e5290f452,×,×,×,×,×
5209228,×,×,×,×,×
4571292,×,×,×,×,×
a2b9c6ecdb24ca8fd6f4f41a9c0eb32e,×,×,×,×,×
83ff717d87c2559cc6e3,×,×,×,×,×
7f3ab982eb65900c5159,×,×,×,×,×
668791,×,×,×,×,×
1728255,×,√,√,×,×
e3433ebba20c92b63111,×,×,×,×,×
d6cd0fb8c85e1547c3c60f95f5b2d5e1,√,√,×,√,√
3978536,√,√,×,√,√
1440754,×,×,×,×,×
e4907ccc9f6c1bb49b17,√,×,×,√,√
8683457,×,×,×,×,×
ee05163d448353af4c260c544db4d6b2,×,×,×,×,×
3706203,×,×,×,×,×
7030355,√,√,×,√,√
8883307,×,×,×,×,×
01886b6f79ba0c4dce66,√,√,×,√,√
1265346,√,√,×,√,√
0b9d8a742fe0efe0fe82,√,×,×,√,√
7752095,×,×,×,×,×
3a094e0218bc91f0e2d4,√,×,√,√,√
9012444,×,×,×,×,×
5400853,×,√,√,×,×
816134462577399ee8b2,√,√,√,√,√
6165747,×,×,×,×,×
5301ff823bef4b5eae52,×,×,×,×,×
4470212,×,×,×,×,×
2760f2f12201f638d7de,√,×,×,√,√
73c9565719d124af64ff,×,×,×,×,×
5bcffaac23236a78ea14,×,×,×,×,×
2902213,√,√,×,√,√
9502024,√,√,×,√,√
4034526,×,×,×,×,×
b53cc1e0482411e4b53d74bd12a485c1,√,×,×,√,√
2351057,√,√,×,√,×
1284577,√,×,√,√,√
bc901de8b7e59cbeb190,×,√,×,×,×
8249238,×,×,×,×,×
3947385,√,√,×,√,√
f35fbc80e066a49d65f1688a7e99f069,×,×,×,×,×
2692786,×,×,×,×,×
2545a281e3f17ba6ef82,×,×,×,×,×
8b1502a49d8b20a6ae70,√,×,×,√,√
1177373,√,×,×,√,√
6e41e8512c17eae5da50aebef3378a4c,√,×,×,√,×
a430d460966d64edc6cad71c502d7005,×,×,×,×,×
3178905,×,×,×,×,×
4463278,×,×,×,×,×
66f1569ebb0d878748fe,√,×,×,√,√
4524784,×,×,×,×,×
8458501,×,√,×,×,×
05aadb969e43788593d3,×,×,×,×,×
8285428,×,√,√,×,×
94412c4808421acbd1d0,√,√,×,√,×
3128835,√,×,×,√,×
10206392,×,×,×,×,×
7c18bf7ac5fd4d26cbce,×,×,×,×,×
6a01cbe55657121a1f3d,√,×,×,√,√
1701845,×,×,×,×,×
ea1b1bae0a75c4aae593df7eca72d9ca,√,√,×,×,√
6b2273d7e332f29193d0,√,×,√,√,×
9ad6a265aac887fa26c1,×,×,×,×,×
0d9f91f789f0c523b0e7,×,×,×,×,×
4950253,×,×,×,×,×
375397bc942d134a3c82d0dd514f3fea,×,×,×,×,×
4016539,√,√,×,√,√
7301722,√,×,×,√,√
1cec2b3d8aeaaa102e3b,×,×,×,×,×
d6cdb809115ecf46d5fea5a458c4dada,×,×,×,×,×
2708979,×,×,×,×,×
4707775,√,×,×,√,√
5809279,×,√,√,×,×
6426282,√,×,×,√,×
b6460d1e3da5044ffff235403d16fed2,×,×,×,×,×
8054226,√,×,√,√,√
dbec2584e7508cbfc79e,√,√,√,√,√
48c5c0124ba4e162b2e3,√,√,×,√,√
4201551d7f8608f0b82b,√,√,√,√,√
5326379,√,√,√,√,√
9060558,×,×,×,×,×
d6eb474543c32eb33504,×,×,×,×,×
2859545,×,×,×,×,×
10cd35b2872628246140,×,×,×,×,×
1133602,×,×,×,×,×
3de0abd7d18e6edc87dd,×,×,×,×,√
287dbf64163fda470c89e8b992e112e0,√,√,×,√,×
1183842,×,×,×,×,×
f53bb3e40edbceb38904,×,×,×,×,×
990d3653c5803927cbb6,√,×,×,√,√
2030390,√,√,×,√,√
5544335,×,√,×,×,√
4952342,√,√,×,√,√
72c7938230537b4f8a4c,√,×,×,√,√
7669374,×,×,×,×,×
fbbdb1ba7c66cc4e1bb2,√,×,×,√,√
5463a2fbac8facf55d74,√,×,√,√,√
7c87c10921f0ed0c4f7641b4e14f2071,×,×,×,×,×
450d7da20daaba6d39d0,×,×,×,×,×
2061456,×,√,×,×,×
846545,√,×,√,√,√
ac5987161bc27048e1da48e40299468b,√,×,×,√,√
3451509,√,√,√,√,√
754329,×,√,×,×,×
5445149,√,×,×,√,×
6113246,×,×,×,×,×
e1e011652b297d13b3ac3f99fd11b2bc,×,×,×,×,×
4684752,√,×,×,√,√
00a17b1d374dfc267a9a,√,×,×,√,√
7a41da7aabb8455d0898db362335e139,√,√,√,√,√
7191601fd58bb37a9efd,√,√,×,√,√
1045108,√,×,×,√,√
3834957,×,×,×,×,×
18a8e06c2b179bb78353fbacfeee82da,√,×,×,√,√
9705471,×,√,×,×,×
6536381,√,√,×,√,√
1107375,√,×,×,√,√
81635e6cbc933b7e8862,×,×,×,×,×
1074227,×,×,×,×,×
3978039,×,×,×,×,×
9985307,×,×,×,×,×
7310160,×,×,×,×,×
593c950ba1a3b9dd08d5,√,√,×,×,√
20d90e1f21792a67eb6d27c445aa7a1f,√,×,√,√,√
1065196,√,√,×,√,√
0afa43225bdbe8e803cb,×,×,×,×,×
6719172,×,×,×,×,×
5088386,√,√,×,√,√
4732790,×,×,×,×,×
e97d518fe02a79177b081c028a83ec1c,√,√,×,√,√
5104071,√,×,×,√,√
3fdd80a08808bd275142d46863e92d68,×,×,×,×,×
2783865,×,×,×,×,×
748cda36befe17fd1cb0,√,√,×,√,×
5420652,×,√,×,×,×
1268033,√,√,×,√,√
9378601,×,×,×,×,×
6622928,×,×,×,×,×
b1d181802fac750f0cc1,√,√,√,√,√
5480533,×,√,×,×,×
eca49daaae6d4566383b39908bfc3fd0,√,×,×,√,√
ed9631f151710c6bd898499fcf938425,√,×,×,√,√
4972374,√,×,√,√,√
6649639,√,×,√,√,√
3305365,√,√,×,√,√
27dd0d768ccede849051,×,×,×,×,×
5267494,×,√,×,×,×
6799568,√,√,×,√,√
09f5ab44486b1fc6df7bf20ce57159f1,√,√,×,√,√
1771937,√,√,×,√,√
25b92260471cfbdc8054,√,√,×,√,√
1df6d34cd1b2861eb6b7432ee7245ccd,×,×,×,×,×
c5ead2b72b2be03eb0ca,√,×,×,√,×
3891365,×,×,×,×,×
c8b3fb31c1552ecbaafb,√,√,×,√,×
160c990c61c5f527445c,×,×,×,×,×
36c1db6ba57fc1fe72ae,√,√,×,√,√
5bfad28ceb3a484dfd2a,√,√,×,√,×
1303651,×,√,×,×,×
1e1d383fb21841e8f144,×,×,×,×,×
566ebde618ec18f2bea6,×,×,×,×,×
d49f6fd44b9e690a6ac5,√,×,×,√,√
b8240ea53d22e1bb4d32,√,√,×,√,√
1653394,×,×,×,×,×
1342497,×,×,×,×,×
5241369,×,×,×,×,×
bfb45408d43986eefdf83b59bc9e8629,√,√,×,√,√
6d94b7d06f7ed9d8bfc4985b094bf6d4,√,×,×,√,√
cb5d8157a8fa5a4a046e,√,√,×,√,√
5232301,×,√,×,×,×
e522b44a1dc7d3a388d4386d416747f5,×,×,×,×,×
1308865,√,√,×,√,√
4b5afb297b4b7c835e6f,√,√,×,√,√
5924965,√,√,√,√,√
6471e364501e7c62a0c41d92fa6090bc,√,×,×,√,√
ca6ed07e5c8017272701,×,×,×,×,√
61a82e7c920468325ea8,×,√,×,×,×
c2d24fe340a7f3cf76d2,×,×,×,×,×
3b258f5287fcc181aacf,×,×,×,×,×
2705927,√,√,×,√,√
1055161,×,×,×,×,×
3719849,×,×,×,×,×
59f9d4f5fd8196c849a892a56ba90baf,×,×,×,×,×
455694506ee6595c92e4,×,√,×,×,×
9316552,×,×,×,×,×
9b2b3e8a6c67697279d3724dce5dab3c,√,√,√,√,×
11526013,×,√,×,×,×
7820246,×,×,×,×,×
1395810,×,×,×,×,×
3295631,√,×,×,√,√
b09f45e112b226b97a36,√,×,×,√,√
6815711,×,×,×,×,×
dffb8de093502b153e85,×,×,×,×,×
4128591,√,×,×,√,√
bb61c15139bff338cb17,×,×,×,×,×
16c0eb09d232461a773c22803a3df35e,×,×,×,×,×
7157510,×,×,×,×,×
7247d72f97e6bfbf97809da5922f0e14,×,√,√,×,×
b55de7edbcbc1ad46a28a0975c01a5cf,√,√,×,√,√
4431155,×,×,×,×,×
b3f8ab944a85b33e694de21c6ded029e,√,√,×,×,×
9077495,×,×,×,×,×
69da10ec6f22c6d7b92deefdb4a4f475,×,×,×,×,×
b9bc61a74e7cadeb1fec,×,×,×,×,×
a16749ee76941e8d86c8,×,×,×,×,×
1858252,√,√,×,√,√
2f1b9a255993bf9b2629,√,√,×,√,√
82f7b21509a69a0d70e18f2e4ddf5ed9,√,√,√,√,√
9716578,√,×,×,√,√
4603234,×,×,×,×,×
8af030b2dd654273c5bc,×,×,×,×,×
5116241,×,×,×,×,×
abb8a2f22adbdb6d387f,√,√,×,√,√
caaf6087162f1c6361571ee489da260f,√,×,×,√,√
6102062,×,×,×,×,×
905137,√,×,×,√,√
1410094,√,√,√,√,√
5455d2c57fb33c1ae04706f2dc4fee01,√,×,×,√,√
4587049,×,×,×,×,√
1310549,×,×,×,×,×
11367287,×,√,×,×,×
8336771,×,×,×,×,×
7622246,×,×,×,×,×
7cd166e311992a828675,√,√,×,√,√
7a56a1253355c0f4442d,√,×,√,√,√
4199895,√,√,×,√,√
e68c2bcb3d0893eafc0025d1104a8c4a,√,√,×,√,√
4047394,×,×,×,×,×
6af3dd8894ec4255a63f,√,×,×,√,√
5eba991c39426ca42cbb,×,×,×,×,×
809693,×,×,×,×,×
1228626,√,√,×,√,√
6627336,√,√,×,√,√
8450931,√,×,×,√,√
63e115cc0c79b4f6b8b3a6b797e485c7,√,×,×,√,√
6040840,×,×,×,×,×
27f33798d12317575c6c,×,√,×,×,×
6a9e5ef2921c0214eeeb,√,×,√,√,√
2988354,√,√,×,√,√
9f2d7da68779a17a0890,×,×,×,×,×
6874944,×,×,×,×,×
a64321dd69339c42a184,√,×,×,√,√
b45d21224c4ea16bf4a72e2a03f741af,×,×,×,×,×
9763549,×,×,×,×,×
822643,×,×,√,×,×
3167162,×,×,×,×,×
1239373,√,×,√,√,√
1495011,×,×,×,×,×
fe855653e9757e1ce8c4,×,×,×,×,×
83b56c3e76c28f88e9ea,×,√,×,×,×
1a43c785226a06a72872,×,×,×,×,×
1320970,×,×,×,×,×
2b19fd6f758ffd2e8ab9ec7d1f3f4b2c,√,×,×,√,√
61dc4abed6186117f2a70b058a2b8d14,√,√,×,√,√
c97fe158082000ae06ad624527433de6,√,×,×,√,√
f3fc4537fac67a0f2df2,×,×,×,×,×
6ffa8fb7756c16798b2a,×,×,×,×,×
2704426,×,×,×,×,×
3947bdc0f7b0dbcd51fa1ee53974fe66,×,×,×,×,×
3f3b547ff68effb03e20c470af22c696,×,×,×,×,×
b4afaf9648ec986928a9,×,×,×,×,×
386098fb7348606b295a,×,×,×,×,×
4349257,×,×,×,×,×
c92066d9d38b236a21d5a7b729a10f12,×,√,×,×,×
04ef258fa29e4e685287a30cf60462d0,×,×,×,×,×
47610e6462faba8781242cdb6218d83e,√,×,×,√,√
2bcca0a7654168ef454f,×,×,×,×,×
6202539,×,×,×,×,×
1210791,×,×,×,×,×
5888967,√,×,×,√,√
10589494,√,√,×,√,√
6f490f3a0e082ae6592a630bd7abe588,×,×,×,×,×
2005165,√,√,×,√,√
5dcd725d464858e9082f,√,√,×,√,√
8846206,√,√,×,√,√
5735359,√,×,×,√,√
5330231,×,×,×,×,×
8e4bea946ab9c05347fe,√,×,×,√,√
3047772,√,√,×,√,√
876425,√,√,×,√,√
f8c9df05a65d311aa6ec,×,×,×,×,×
8263132,√,×,×,√,√
4543974,×,×,×,×,×
7c3d01ad13b0e7e5985a,√,×,×,√,√
2838927,×,×,×,×,×
1401195,×,×,×,×,×
d68467b87bc50e04c41e,√,√,×,√,√
850437,√,√,×,√,√
5372873,×,×,×,×,×
855680,×,×,×,×,×
79405fa0f930e41544b584c4d7864611,×,×,×,×,×
777789,×,×,×,×,×
11242170,×,×,×,×,×
5f2fd870eb8a2325c0842dbd787574c3,×,×,×,×,×
eeff174666cce8ca67ae73d44d93054a,√,√,×,×,√
1160201,×,√,×,×,×
e223622e255bd5b8c9130407397a0494,×,×,×,×,×
220d56ea6fe9a85a4d762128b11adfba,√,√,×,√,√
93e0ba46f0fa6faf660d,×,×,×,×,×
1780878,×,×,×,×,×
39656378b59fe2eeb0f4,×,×,×,×,×
639576c25693ca4890457efa5f67d103,√,√,×,×,√
5036719,×,×,×,×,×
f4b6f5c8f6c2a51c3f60,×,×,×,×,×
349423,√,×,×,√,√
5441be08c6d80ca55040678bcd79c3c5,√,√,×,√,√
